Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1210616,,7.6,5.75,5.25,3.75,4.75,,,,,,4.8,N1,BinhDinh
BD1210617,,6.8,5.25,6.75,5.75,4.25,,,,,,5.0,N1,BinhDinh
BD1210618,,4.0,6.25,2.25,3.25,4.25,6.5,5.5,8.25,,,2.6,N1,BinhDinh
BD1210619,,4.4,4.5,4.0,2.75,3.5,4.25,5.5,7.5,,,3.4,N1,BinhDinh
BD1210620,,5.8,6.5,,,,2.25,4.5,5.75,,,4.2,N1,BinhDinh
BD1210621,,7.0,4.75,4.5,7.25,3.75,,,,,,3.6,N1,BinhDinh
BD1210622,,2.8,3.5,,,,2.5,5.25,,,,,,BinhDinh
BD1210623,,8.2,6.25,7.0,6.75,3.5,,,,,,6.8,N1,BinhDinh
BD1210624,,6.8,5.75,7.25,6.5,2.5,,,,,,3.4,N1,BinhDinh
BD1210625,,5.8,4.5,,,,3.5,7.25,8.5,,,3.4,N1,BinhDinh
BD1210626,,7.4,7.0,7.25,5.5,4.75,,,,,,7.6,N1,BinhDinh
BD1210627,,7.6,5.5,7.25,5.75,6.0,,,,,,7.2,N1,BinhDinh
BD1210628,,4.4,4.5,,,,4.5,6.25,8.0,,,3.6,N1,BinhDinh
BD1210629,,7.0,6.5,6.0,3.75,4.25,5.0,7.5,8.5,,,4.6,N1,BinhDinh
BD1210630,,8.2,3.25,8.0,5.25,6.5,,,,,,9.0,N1,BinhDinh
BD1210631,,5.4,5.5,4.0,2.75,2.25,4.0,4.75,8.5,,,3.0,N1,BinhDinh
BD1210632,,7.4,5.25,7.25,7.0,5.75,,,,,,4.2,N1,BinhDinh
BD1210633,,2.2,5.5,3.25,2.75,2.75,4.25,6.75,6.5,,,3.0,N1,BinhDinh
BD1210634,,5.6,6.75,,,,3.75,5.5,8.25,,,2.6,N1,BinhDinh
BD1210635,,5.6,5.25,,,,2.5,4.5,7.0,,,2.8,N1,BinhDinh
BD1210636,,3.6,7.25,,,,3.5,5.0,6.5,,,2.8,N1,BinhDinh
BD1210637,,4.0,5.25,2.25,3.0,3.75,3.5,4.5,8.25,,,3.8,N1,BinhDinh
BD1210638,,5.2,4.5,,,,2.25,4.75,6.25,,,3.8,N1,BinhDinh
BD1210639,,6.8,3.5,7.25,3.75,3.25,,,,,,5.4,N1,BinhDinh
BD1210640,,6.2,4.25,3.25,2.5,2.25,4.5,5.0,6.75,,,3.2,N1,BinhDinh
BD1210641,,6.8,6.5,6.0,5.75,4.25,,,,,,4.2,N1,BinhDinh
BD1210642,,6.2,6.0,,,,4.25,5.25,9.5,,,3.8,N1,BinhDinh
BD1210643,,5.2,5.5,,,,3.75,8.25,8.25,,,3.6,N1,BinhDinh
BD1210644,,7.4,5.25,7.5,6.5,4.25,,,,,,4.4,N1,BinhDinh
BD1210645,,6.4,6.75,,,,6.0,6.5,8.25,,,2.8,N1,BinhDinh
BD1210646,,2.8,3.75,,,,,,,,,2.2,N1,BinhDinh
BD1210647,,6.0,2.75,1.75,4.25,2.75,,,,,,3.2,N1,BinhDinh
BD1210648,,6.0,6.5,,,,6.25,7.75,6.5,,,4.4,N1,BinhDinh
BD1210649,,6.2,6.25,,,,3.0,3.75,8.0,,,5.4,N1,BinhDinh
BD1210650,,3.4,5.25,,,,4.0,6.25,7.0,,,3.4,N1,BinhDinh
BD1210651,,6.0,5.75,5.0,4.5,4.25,,,,,,4.0,N1,BinhDinh
BD1210652,,7.0,5.25,,,,5.0,5.5,7.0,,,3.8,N1,BinhDinh
BD1210653,,4.6,5.75,,,,3.0,5.0,8.75,,,3.8,N1,BinhDinh
BD1210654,,5.6,5.75,4.25,5.25,6.0,,,,,,4.0,N1,BinhDinh
BD1210655,,4.6,5.75,,,,2.5,6.75,8.5,,,2.8,N1,BinhDinh
BD1210656,,6.4,6.5,6.25,5.25,4.5,,,,,,4.4,N1,BinhDinh
BD1210657,,2.4,4.5,,,,2.75,4.75,,,,,,BinhDinh
BD1210658,,7.6,5.25,6.75,7.25,6.0,5.0,6.25,8.25,,,3.0,N1,BinhDinh
BD1210659,,3.2,5.75,,,,3.75,5.5,6.25,,,3.4,N1,BinhDinh
BD1210660,,5.8,4.5,3.25,3.75,2.25,4.0,6.25,8.75,,,4.6,N1,BinhDinh
BD1210661,,4.2,5.5,,,,4.25,5.25,8.0,,,3.0,N1,BinhDinh
BD1210662,,6.8,6.5,,,,4.75,6.25,9.25,,,4.2,N1,BinhDinh
BD1210663,,6.0,3.75,,,,3.75,6.25,7.75,,,2.4,N1,BinhDinh
BD1210664,,8.0,7.0,7.0,5.25,5.25,,,,,,8.4,N1,BinhDinh
BD1210665,,4.0,5.0,,,,4.0,5.0,6.25,,,3.6,N1,BinhDinh
BD1210666,,3.8,6.75,3.0,3.5,3.25,4.0,6.0,7.0,,,2.8,N1,BinhDinh
BD1210667,,5.6,5.5,3.25,1.5,2.0,4.75,6.0,7.0,,,3.2,N1,BinhDinh
BD1210668,,7.8,5.5,6.0,6.75,4.0,,,,,,9.0,N1,BinhDinh
BD1210669,,3.4,6.25,,,,3.75,6.25,6.5,,,5.6,N1,BinhDinh
BD1210670,,5.2,5.5,,,,4.25,6.75,8.0,,,3.8,N1,BinhDinh
BD1210671,,4.4,4.5,,,,5.0,7.0,9.5,,,6.4,N1,BinhDinh
BD1210672,,3.2,4.75,,,,4.5,6.5,8.75,,,3.0,N1,BinhDinh
BD1210673,,6.2,7.5,3.75,6.5,7.25,,,,,,5.0,N1,BinhDinh
BD1210674,,7.6,6.25,6.75,6.25,5.75,,,,,,5.6,N1,BinhDinh
BD1210675,,7.0,6.0,,,,4.75,4.5,8.0,,,4.0,N1,BinhDinh
BD1210676,,7.8,7.0,6.25,6.0,5.0,,,,,,3.0,N1,BinhDinh
BD1210677,,5.0,6.25,,,,4.75,5.75,6.75,,,3.4,N1,BinhDinh
BD1210678,,7.8,,8.0,3.25,,,,,,,5.6,N1,BinhDinh
BD1210679,,7.2,6.0,4.25,7.75,4.75,,,,,,4.6,N1,BinhDinh
BD1210680,,4.6,4.0,,,,4.25,5.0,6.75,,,2.4,N1,BinhDinh
BD1210681,,6.6,5.75,5.75,6.75,5.5,,,,,,4.2,N1,BinhDinh
BD1210682,,2.2,4.75,,,,2.75,5.25,5.25,,,3.0,N1,BinhDinh
BD1210683,,6.4,4.0,6.75,6.0,4.5,,,,,,5.8,N1,BinhDinh
BD1210684,,7.2,5.75,,,,3.0,5.75,8.25,,,4.0,N1,BinhDinh
BD1210685,,3.6,2.5,3.25,3.0,3.5,3.25,6.0,,,,,,BinhDinh
BD1210686,,5.0,4.5,3.5,4.0,3.75,3.0,3.5,6.75,,,3.4,N1,BinhDinh
BD1210687,,7.2,6.25,6.75,5.25,4.0,,,,,,8.4,N1,BinhDinh
BD1210688,,6.4,5.0,4.75,4.25,4.5,,,,,,2.0,N1,BinhDinh
BD1210689,,4.6,4.75,,,,2.75,7.25,8.0,,,3.2,N1,BinhDinh
BD1210690,,8.0,5.5,7.75,6.5,3.5,,,,,,6.0,N1,BinhDinh
BD1210691,,5.6,5.5,5.0,5.0,4.0,,,,,,6.2,N1,BinhDinh
BD1210692,,6.8,6.0,4.5,4.25,4.75,,,,,,5.2,N1,BinhDinh
BD1210693,,5.0,5.25,,,,4.0,6.0,8.25,,,3.0,N1,BinhDinh
BD1210694,,4.2,5.5,,,,4.25,5.25,8.25,,,3.4,N1,BinhDinh
BD1210695,,4.8,5.5,,,,3.0,6.25,7.5,,,4.0,N1,BinhDinh
BD1210696,,5.2,6.0,1.75,3.75,2.0,4.75,6.5,8.0,,,2.4,N1,BinhDinh
BD1210697,,2.2,2.25,,,,4.25,4.75,6.0,,,3.2,N1,BinhDinh
BD1210698,,3.4,4.5,3.5,3.0,2.5,3.0,3.25,6.25,,,4.4,N1,BinhDinh
BD1210699,,7.0,6.0,5.5,5.0,4.5,,,,,,6.6,N1,BinhDinh
BD1210700,,6.6,5.25,6.25,4.25,5.0,,,,,,5.0,N1,BinhDinh
BD1210701,,9.4,6.5,8.5,8.0,5.5,,,,,,6.4,N1,BinhDinh
BD1210702,,5.4,5.25,,,,3.25,5.25,5.5,,,3.8,N1,BinhDinh
BD1210703,,4.8,7.0,,,,6.5,7.75,9.5,,,5.4,N1,BinhDinh
BD1210704,,6.8,7.0,4.5,4.25,4.25,5.75,6.75,9.25,,,3.6,N1,BinhDinh
BD1210705,,6.2,6.75,4.75,5.25,5.75,,,,,,6.6,N1,BinhDinh
BD1210706,,7.2,5.5,6.5,7.25,4.5,,,,,,4.0,N1,BinhDinh
BD1210707,,3.6,4.75,,,,2.5,5.75,6.25,,,4.2,N1,BinhDinh
BD1210708,,5.6,6.0,6.25,3.75,5.25,,,,,,2.8,N1,BinhDinh
BD1210709,,8.0,7.0,,,,3.25,5.75,8.5,,,5.8,N1,BinhDinh
BD1210710,,4.6,6.25,4.5,7.25,3.5,,,,,,6.0,N1,BinhDinh
BD1210711,,4.4,5.5,,,,4.5,5.25,8.75,,,5.2,N1,BinhDinh
BD1210712,,8.0,6.25,,,,4.0,6.75,5.5,,,8.8,N1,BinhDinh
BD1210713,,4.2,3.5,,,,3.25,5.25,7.25,,,4.2,N1,BinhDinh
BD1210714,,5.8,5.75,3.5,3.25,4.75,,,,,,3.8,N1,BinhDinh
BD1210715,,7.0,4.75,3.5,6.75,4.5,,,,,,5.0,N1,BinhDinh
BD1210716,,7.4,6.0,,,,4.5,5.75,7.25,,,5.8,N1,BinhDinh
BD1210717,,3.6,5.0,,,,4.75,5.0,8.0,,,6.2,N1,BinhDinh
BD1210718,,5.4,4.5,,,,3.25,5.75,7.5,,,2.8,N1,BinhDinh
BD1210719,,4.0,4.25,,,,3.25,5.0,6.75,,,3.2,N1,BinhDinh
BD1210720,,8.2,6.25,6.5,3.75,3.0,4.75,7.25,6.5,,,7.6,N1,BinhDinh
BD1210721,,5.0,5.0,,,,4.25,5.5,9.5,,,3.0,N1,BinhDinh
BD1210722,,5.0,6.5,,,,4.0,5.75,5.5,,,7.4,N1,BinhDinh
BD1210723,,6.0,6.0,,,,5.0,5.75,6.75,,,4.6,N1,BinhDinh
BD1210724,,7.8,7.75,,,,4.5,8.0,9.0,,,7.0,N1,BinhDinh
BD1210725,,4.4,3.5,,,,2.75,6.0,7.25,,,3.2,N1,BinhDinh
BD1210726,,5.8,6.0,5.5,4.25,5.5,,,,,,3.8,N1,BinhDinh
BD1210727,,8.4,3.75,7.5,8.0,5.0,,,,,,3.6,N1,BinhDinh
BD1210728,,9.4,4.0,7.0,7.0,5.25,,,,,,4.8,N1,BinhDinh
BD1210729,,4.6,5.0,,,,3.0,5.5,7.0,,,3.2,N1,BinhDinh
BD1210730,,8.0,5.0,4.5,5.0,3.0,,,,,,5.0,N1,BinhDinh
BD1210731,,6.6,5.5,5.5,4.5,3.5,,,,,,4.8,N1,BinhDinh
BD1210732,,8.8,6.25,8.75,5.75,6.0,,,,,,5.6,N1,BinhDinh
BD1210733,,7.4,5.75,6.75,6.0,5.0,,,,,,3.8,N1,BinhDinh
BD1210734,,2.6,4.0,2.25,2.25,3.5,2.75,4.0,4.75,,,2.4,N1,BinhDinh
BD1210735,,4.4,3.5,3.0,2.5,4.0,4.5,6.0,7.0,,,4.0,N1,BinhDinh
BD1210736,,5.4,7.25,,,,4.25,7.25,7.75,,,5.4,N1,BinhDinh
BD1210737,,4.8,7.0,,,,6.0,6.25,8.0,,,3.8,N1,BinhDinh
BD1210738,,7.4,5.25,5.0,5.25,4.0,,,,,,4.4,N1,BinhDinh
BD1210739,,5.8,5.5,3.75,3.5,4.0,4.75,6.5,9.0,,,3.6,N1,BinhDinh
BD1210740,,4.8,6.5,3.5,2.75,3.25,,,,,,5.0,N1,BinhDinh
BD1210741,,4.8,4.0,4.0,4.75,3.0,2.0,4.75,5.75,,,2.6,N1,BinhDinh
BD1210742,,4.6,5.0,,,,3.0,4.75,5.75,,,3.2,N1,BinhDinh
BD1210743,,9.0,5.75,7.25,4.75,4.0,,,,,,8.4,N1,BinhDinh
BD1210744,,5.4,6.0,3.25,3.25,3.0,5.0,4.75,7.5,,,2.2,N1,BinhDinh
BD1210745,,6.2,4.5,3.75,5.25,4.75,,,,,,6.0,N1,BinhDinh
BD1210746,,7.0,4.25,6.25,4.75,4.25,,,,,,4.4,N1,BinhDinh
BD1210747,,3.2,2.5,,,,3.75,6.5,7.0,,,1.4,N1,BinhDinh
BD1210748,,7.2,6.0,5.75,6.75,3.75,,,,,,4.2,N1,BinhDinh
BD1210749,,6.2,5.5,4.0,2.5,4.75,2.75,5.75,7.75,,,4.4,N1,BinhDinh
BD1210750,,5.6,5.75,1.75,3.25,4.0,5.5,6.75,9.0,,,4.6,N1,BinhDinh
BD1210751,,5.2,5.75,,,,6.0,7.25,9.25,,,4.0,N1,BinhDinh
BD1210752,,2.0,0.75,,,,3.0,1.75,4.5,,,1.6,N1,BinhDinh
BD1210753,,4.8,4.75,3.75,2.25,3.75,5.0,6.75,8.25,,,3.0,N1,BinhDinh
BD1210754,,7.4,4.5,5.5,6.25,4.5,2.5,6.25,5.0,,,4.6,N1,BinhDinh
BD1210755,,5.0,5.75,3.5,3.25,4.25,,,,,,4.8,N1,BinhDinh
BD1210756,,7.4,5.75,7.5,7.75,8.5,,,,,,6.6,N1,BinhDinh
BD1210757,,2.6,3.75,,,,4.5,5.5,7.0,,,4.4,N1,BinhDinh
BD1210758,,5.6,3.5,3.75,4.75,5.25,,,,,,5.2,N1,BinhDinh
BD1210759,,8.0,5.75,7.0,6.75,4.25,,,,,,4.4,N1,BinhDinh
BD1210760,,5.0,6.0,,,,3.25,5.5,7.75,,,2.6,N1,BinhDinh
BD1210761,,7.4,6.25,6.25,7.0,4.25,,,,,,7.4,N1,BinhDinh
BD1210762,,3.8,,,3.75,3.75,,,,,,,,BinhDinh
BD1210763,,6.4,4.5,5.25,4.25,4.25,,,,,,4.0,N1,BinhDinh
BD1210764,,5.6,6.0,5.25,5.75,3.75,,,,,,6.2,N1,BinhDinh
BD1210765,,6.0,5.0,4.0,5.5,3.5,,,,,,4.0,N1,BinhDinh
BD1210766,,7.6,7.75,5.75,7.0,5.0,6.0,8.5,9.25,,,3.8,N1,BinhDinh
BD1210767,,8.0,7.0,,,,,,,,,6.0,N1,BinhDinh
BD1210768,,7.6,6.0,7.0,4.75,4.25,5.0,7.25,8.5,,,3.8,N1,BinhDinh
BD1210769,,4.4,4.75,,,,4.0,6.5,8.5,,,4.8,N1,BinhDinh
BD1210770,,5.6,4.5,2.0,2.75,3.25,3.75,4.75,6.25,,,3.2,N1,BinhDinh
BD1210771,,8.0,5.25,7.0,5.25,5.25,,,,,,5.6,N1,BinhDinh
BD1210772,,5.2,4.75,,,,4.25,8.0,6.75,,,2.4,N1,BinhDinh
BD1210773,,3.6,4.25,,,,4.25,5.25,8.5,,,3.4,N1,BinhDinh
BD1210774,,6.8,5.25,,,,3.75,6.0,8.0,,,6.0,N1,BinhDinh
BD1210775,,6.8,5.0,5.0,6.0,3.75,,,,,,4.0,N1,BinhDinh
BD1210776,,6.4,5.25,4.75,5.5,3.0,,,,,,4.6,N1,BinhDinh
BD1210777,,8.6,6.0,7.5,5.5,5.5,,,,,,9.0,N1,BinhDinh
BD1210778,,3.8,5.0,,,,4.0,6.75,8.5,,,4.0,N1,BinhDinh
BD1210779,,4.4,4.25,,,,2.75,5.25,6.25,,,2.6,N1,BinhDinh
BD1210780,,7.8,5.75,5.75,6.75,4.25,,,,,,3.6,N1,BinhDinh
BD1210781,,5.6,6.75,,,,3.0,6.25,8.25,,,2.4,N1,BinhDinh
BD1210782,,4.2,3.5,,,,4.0,5.75,7.75,,,1.8,N1,BinhDinh
BD1210783,,4.8,5.75,,,,5.0,6.0,8.25,,,3.2,N1,BinhDinh
BD1210784,,2.6,6.0,,,,3.5,6.0,7.75,,,3.2,N1,BinhDinh
BD1210785,,4.8,5.0,,,,5.0,6.25,7.0,,,3.4,N1,BinhDinh
BD1210786,,7.0,5.0,8.0,5.5,3.75,,,,,,6.0,N1,BinhDinh
BD1210787,,5.4,6.0,4.5,3.75,2.75,6.5,7.0,8.75,,,4.4,N1,BinhDinh
BD1210788,,6.2,6.0,,,,3.75,6.5,8.0,,,3.0,N1,BinhDinh
BD1210789,,4.6,4.0,,,,4.75,7.5,7.75,,,3.8,N1,BinhDinh
BD1210790,,5.8,5.0,4.25,4.75,2.75,,,,,,3.2,N1,BinhDinh
BD1210791,,6.6,5.75,3.25,6.0,5.0,3.5,6.25,7.25,,,1.8,N1,BinhDinh
BD1210792,,8.0,6.0,5.25,7.5,8.0,,,,,,5.8,N1,BinhDinh
BD1210793,,5.8,5.75,,,,5.25,7.0,8.0,,,3.0,N1,BinhDinh
BD1210794,,4.0,3.75,1.5,3.25,3.75,2.5,6.75,7.5,,,2.0,N1,BinhDinh
BD1210795,,2.8,3.0,,,,2.5,4.75,5.0,,,3.0,N1,BinhDinh
BD1210796,,6.6,7.0,4.0,6.5,5.25,,,,,,5.4,N1,BinhDinh
BD1210797,,2.4,2.5,,,,2.25,3.25,3.0,,,4.0,N1,BinhDinh
BD1210798,,5.6,5.75,,,,6.25,6.25,8.25,,,3.4,N1,BinhDinh
BD1210799,,6.4,7.75,,,,4.0,6.75,8.5,,,3.8,N1,BinhDinh
BD1210800,,7.2,6.0,,,,7.25,8.25,9.0,,,5.4,N1,BinhDinh
BD1210801,,3.6,3.25,,,,3.5,4.25,,,,,,BinhDinh
BD1210802,,8.6,7.0,5.25,6.25,4.75,,,,,,8.6,N1,BinhDinh
BD1210803,,7.4,6.5,3.75,7.0,6.25,,,,,,6.2,N1,BinhDinh
BD1210804,,8.0,6.25,5.0,8.0,8.0,,,,,,7.6,N1,BinhDinh
BD1210805,,5.6,5.0,4.0,3.5,2.75,,,,,,5.0,N1,BinhDinh
BD1210806,,8.0,6.25,5.75,6.75,5.75,,,,,,4.8,N1,BinhDinh
BD1210807,,7.6,6.0,4.75,6.75,6.5,,,,,,4.6,N1,BinhDinh
BD1210808,,5.6,6.25,,,,4.5,6.25,9.0,,,7.0,N1,BinhDinh
BD1210809,,6.6,6.25,,,,7.75,6.5,8.75,,,5.2,N1,BinhDinh
BD1210810,,4.0,5.75,3.0,4.25,4.75,3.5,6.5,8.25,,,4.0,N1,BinhDinh
BD1210811,,6.6,6.75,,,,7.75,8.0,8.25,,,5.6,N1,BinhDinh
BD1210812,,5.6,5.5,,,,5.0,6.5,8.25,,,2.6,N1,BinhDinh
BD1210813,,6.8,5.75,,,,3.25,6.75,7.25,,,5.0,N1,BinhDinh
BD1210814,,6.2,5.5,,,,5.5,7.25,9.0,,,6.0,N1,BinhDinh
BD1210815,,6.0,6.25,6.0,4.25,4.5,,,,,,3.0,N1,BinhDinh
BD1210816,,7.0,4.0,5.75,3.5,4.5,,,,,,6.6,N1,BinhDinh
BD1210817,,4.2,4.5,4.5,2.25,4.0,2.25,6.25,8.0,,,3.2,N1,BinhDinh
BD1210818,,3.4,4.5,,,,2.25,4.0,4.75,,,2.6,N1,BinhDinh
BD1210819,,3.4,6.25,3.5,2.25,3.75,3.0,5.25,5.75,,,2.4,N1,BinhDinh
BD1210820,,2.8,4.25,,,,2.75,4.75,7.75,,,3.0,N1,BinhDinh
BD1210821,,7.2,5.5,,,,3.25,5.75,8.25,,,5.2,N1,BinhDinh
BD1210822,,9.4,7.0,7.5,7.0,7.0,,,,,,8.0,N1,BinhDinh
BD1210823,,6.8,6.5,5.5,4.0,4.25,,,,,,4.0,N1,BinhDinh
BD1210824,,5.2,4.0,,,,3.0,4.75,5.75,,,2.8,N1,BinhDinh
BD1210825,,5.4,5.5,,,,,,,,,4.0,N1,BinhDinh
BD1210826,,6.0,5.0,,,,7.25,7.5,7.75,,,2.8,N1,BinhDinh
BD1210827,,6.6,6.0,,,,4.0,7.0,8.75,,,4.0,N1,BinhDinh
BD1210828,,1.4,,4.0,4.0,,,,,,,,,BinhDinh
BD1210829,,3.0,4.5,,,,4.75,5.5,8.25,,,2.0,N1,BinhDinh
BD1210830,,6.6,8.0,,,,4.0,8.0,9.5,,,6.4,N1,BinhDinh
BD1210831,,4.2,5.0,,,,3.5,5.25,8.0,,,3.6,N1,BinhDinh
BD1210832,,7.4,5.5,7.75,6.0,5.25,,,,,,7.6,N1,BinhDinh
BD1210833,,7.2,4.75,5.0,6.5,5.0,,,,,,4.8,N1,BinhDinh
BD1210834,,7.4,7.5,4.0,7.0,5.75,,,,,,5.2,N1,BinhDinh
BD1210835,,7.2,6.5,5.5,6.5,4.75,,,,,,4.4,N1,BinhDinh
BD1210836,,6.6,5.5,,,,7.0,7.0,7.25,,,3.4,N1,BinhDinh
BD1210837,,6.6,5.5,4.5,4.0,5.25,,,,,,6.8,N1,BinhDinh
BD1210838,,7.0,7.25,6.25,6.25,4.5,,,,,,7.2,N1,BinhDinh
BD1210839,,8.6,5.0,6.75,5.5,5.25,,,,,,6.8,N1,BinhDinh
BD1210840,,5.8,3.25,5.25,5.25,4.0,,,,,,3.4,N1,BinhDinh
BD1210841,,4.8,5.5,3.5,3.25,3.25,,,,,,5.2,N1,BinhDinh
BD1210842,,2.0,5.25,,,,3.75,5.75,8.5,,,3.4,N1,BinhDinh
BD1210843,,5.4,6.0,,,,4.5,5.5,8.5,,,4.0,N1,BinhDinh
BD1210844,,6.0,5.75,,,,4.5,6.25,8.25,,,5.6,N1,BinhDinh
BD1210845,,3.0,5.75,3.5,3.5,4.25,4.0,6.75,6.5,,,4.0,N1,BinhDinh
BD1210846,,1.8,5.25,,,,3.25,5.5,5.75,,,4.0,N1,BinhDinh
BD1210847,,6.6,6.25,,,,5.75,5.75,8.0,,,6.2,N1,BinhDinh
BD1210848,,6.6,7.0,,,,4.0,4.75,8.75,,,4.6,N1,BinhDinh
BD1210849,,8.4,5.25,7.0,6.75,5.25,,,,,,7.2,N1,BinhDinh
BD1210850,,8.2,5.0,7.0,6.5,4.0,,,,,,3.6,N1,BinhDinh
BD1210851,,6.8,5.0,5.5,5.25,4.25,,,,,,5.0,N1,BinhDinh
BD1210852,,6.0,4.5,5.0,5.5,5.0,,,,,,4.0,N1,BinhDinh
BD1210853,,5.2,3.5,3.75,4.5,2.75,,,,,,3.0,N1,BinhDinh
BD1210854,,4.6,5.0,,,,4.0,5.0,8.25,,,3.2,N1,BinhDinh
BD1210855,,4.8,4.25,,,,3.5,5.75,7.75,,,3.0,N1,BinhDinh
BD1210856,,3.2,6.5,,,,2.5,3.0,5.25,,,2.4,N1,BinhDinh
BD1210857,,5.2,5.5,,,,3.0,4.0,6.0,,,4.2,N1,BinhDinh
BD1210858,,6.4,6.0,,,,7.5,6.25,7.5,,,3.8,N1,BinhDinh
BD1210859,,6.6,6.5,,,,6.75,7.5,8.5,,,4.2,N1,BinhDinh
BD1210860,,4.0,6.25,,,,3.5,6.5,7.25,,,5.0,N1,BinhDinh
BD1210861,,6.2,4.5,6.5,6.25,4.75,,,,,,2.8,N1,BinhDinh
BD1210862,,5.8,7.5,,,,3.25,7.5,6.75,,,9.0,N1,BinhDinh
BD1210863,,6.8,4.5,2.5,2.25,2.5,4.0,7.5,9.0,,,4.0,N1,BinhDinh
BD1210864,,7.0,6.0,6.5,2.25,4.75,,,,,,4.6,N1,BinhDinh
BD1210865,,5.0,5.0,,,,3.25,6.0,7.0,,,3.6,N1,BinhDinh
BD1210866,,6.4,5.5,4.75,6.0,3.5,4.0,5.75,7.0,,,4.0,N1,BinhDinh
BD1210867,,5.0,5.5,4.25,1.25,3.75,2.25,5.75,7.25,,,3.8,N1,BinhDinh
BD1210868,,4.6,4.0,,,,2.25,4.0,5.5,,,3.4,N1,BinhDinh
BD1210869,,6.2,7.25,,,,,,,,,7.8,N1,BinhDinh
BD1210870,,6.4,6.0,,,,4.75,7.0,8.5,,,3.4,N1,BinhDinh
BD1210871,,5.8,4.5,,,,4.5,6.5,6.25,,,5.2,N1,BinhDinh
BD1210872,,7.6,,6.0,,,,,,,,7.8,N1,BinhDinh
BD1210873,,5.4,4.0,,,,3.0,5.25,9.5,,,3.6,N1,BinhDinh
BD1210874,,6.6,6.5,,,,5.25,5.5,7.5,,,7.6,N1,BinhDinh
BD1210875,,6.6,6.0,7.25,2.25,4.0,2.25,4.0,7.25,,,3.8,N1,BinhDinh
BD1210876,,4.6,4.75,3.0,3.0,4.0,5.25,6.25,9.25,,,4.0,N1,BinhDinh
BD1210877,,4.8,5.5,,,,3.25,5.25,7.25,,,3.8,N1,BinhDinh
BD1210878,,7.6,6.5,,,,5.25,6.25,7.5,,,4.8,N1,BinhDinh
BD1210879,,6.8,6.25,,,,4.0,5.5,8.5,,,2.4,N1,BinhDinh
BD1210880,,2.6,4.0,2.25,2.25,3.0,2.75,5.5,4.0,,,2.4,N1,BinhDinh
BD1210881,,7.2,6.0,7.0,7.75,6.25,,,,,,6.0,N1,BinhDinh
BD1210882,,7.6,6.25,6.5,5.0,5.0,,,,,,5.4,N1,BinhDinh
BD1210883,,6.6,5.75,5.25,5.0,5.5,,,,,,2.6,N1,BinhDinh
BD1210884,,6.6,5.0,5.75,5.25,3.75,4.5,6.25,7.0,,,3.8,N1,BinhDinh
BD1210885,,5.8,7.0,,,,4.0,5.25,9.25,,,4.0,N1,BinhDinh
BD1210886,,5.8,6.0,,,,1.75,6.25,8.25,,,3.2,N1,BinhDinh
BD1210887,,5.2,5.0,,,,3.25,6.75,7.5,,,4.4,N1,BinhDinh
BD1210888,,3.0,3.75,1.25,2.75,3.25,4.25,5.0,7.25,,,3.0,N1,BinhDinh
BD1210889,,5.0,5.0,3.5,2.75,5.0,,,,,,3.8,N1,BinhDinh
BD1210890,,6.2,7.75,,,,9.25,7.25,8.75,,,9.4,N1,BinhDinh
BD1210891,,4.6,6.75,,,,3.5,5.75,9.5,,,3.0,N1,BinhDinh
BD1210892,,3.2,4.25,,,,2.75,5.75,6.25,,,2.2,N1,BinhDinh
BD1210893,,7.2,7.5,,,,4.5,5.5,7.5,,,6.8,N1,BinhDinh
BD1210894,,5.0,3.25,,,,2.25,5.75,6.5,,,4.8,N1,BinhDinh
BD1210895,,6.2,7.25,,,,5.25,6.25,6.5,,,6.0,N1,BinhDinh
BD1210896,,6.8,5.0,6.25,5.0,3.5,,,,,,7.4,N1,BinhDinh
BD1210897,,4.4,4.75,,,,5.75,6.75,9.25,,,2.8,N1,BinhDinh
BD1210898,,7.4,5.5,7.25,6.25,5.5,,,,,,1.6,N1,BinhDinh
BD1210899,,3.8,4.25,,,,3.75,3.5,7.25,,,2.6,N1,BinhDinh
BD1210900,,7.4,5.0,6.0,6.0,6.25,3.5,5.0,7.5,,,3.8,N1,BinhDinh
BD1210901,,5.6,5.0,,,,5.0,6.75,7.75,,,4.8,N1,BinhDinh
BD1210902,,7.6,7.5,,,,8.5,8.25,8.75,,,7.0,N1,BinhDinh
BD1210903,,2.6,2.0,,,,2.5,5.0,,,,,,BinhDinh
BD1210904,,5.6,4.75,,,,5.25,6.75,8.25,,,2.6,N1,BinhDinh
BD1210905,,5.8,5.0,,,,4.25,6.75,8.25,,,4.8,N1,BinhDinh
BD1210906,,5.0,5.25,,,,3.5,7.0,7.75,,,2.4,N1,BinhDinh
BD1210907,,6.6,5.5,3.0,4.25,5.0,,,,,,5.2,N1,BinhDinh
BD1210908,,3.2,3.0,2.5,3.0,3.0,5.25,4.5,7.25,,,3.2,N1,BinhDinh
BD1210909,,3.4,4.75,3.5,3.5,4.0,,,,,,2.6,N1,BinhDinh
BD1210910,,8.6,6.0,5.75,7.75,8.5,,,,,,5.4,N1,BinhDinh
